osm_id,name,type,other_tags
"8944344",,restriction,"""restriction""=>""no_u_turn"""
"8944345",,restriction,"""restriction""=>""no_u_turn"""
"8944349",,restriction,"""restriction""=>""no_u_turn"""
"8944351",,restriction,"""restriction""=>""no_u_turn"""
"8944357",,restriction,"""restriction""=>""no_u_turn"""
"8944358",,restriction,"""restriction""=>""no_u_turn"""
"8944359",,restriction,"""restriction""=>""no_u_turn"""
"8944360",,restriction,"""restriction""=>""no_u_turn"""
"8944361",,restriction,"""restriction""=>""no_u_turn"""
"8944362",,restriction,"""restriction""=>""no_u_turn"""
"8944363",,restriction,"""restriction""=>""no_u_turn"""
"8944365",,restriction,"""restriction""=>""no_u_turn"""
"8944367",,restriction,"""restriction""=>""no_u_turn"""
"8944368",,restriction,"""restriction""=>""no_u_turn"""
"8944369",,restriction,"""restriction""=>""no_u_turn"""
"8944371",,restriction,"""restriction""=>""no_u_turn"""
"8944372",,restriction,"""restriction""=>""no_u_turn"""
"8944373",,restriction,"""restriction""=>""no_u_turn"""
"8944402",,restriction,"""restriction""=>""no_u_turn"""
"8944404",,restriction,"""restriction""=>""no_u_turn"""
"8944405",,restriction,"""restriction""=>""no_u_turn"""
"8944406",,restriction,"""restriction""=>""no_u_turn"""
"8944410",,restriction,"""restriction""=>""no_u_turn"""
"8944411",,restriction,"""restriction""=>""no_u_turn"""
"8944412",,restriction,"""restriction""=>""no_u_turn"""
"8944414",,restriction,"""restriction""=>""no_u_turn"""
"8944415",,restriction,"""restriction""=>""no_u_turn"""
"8944416",,restriction,"""restriction""=>""no_u_turn"""
"8944447",,restriction,"""restriction""=>""no_u_turn"""
"8944449",,restriction,"""restriction""=>""no_u_turn"""
"8944451",,restriction,"""restriction""=>""no_u_turn"""
"8944452",,restriction,"""restriction""=>""no_u_turn"""
"8944453",,restriction,"""restriction""=>""no_u_turn"""
"8944454",,restriction,"""restriction""=>""no_u_turn"""
"8944457",,restriction,"""restriction""=>""no_u_turn"""
"8944458",,restriction,"""restriction""=>""no_u_turn"""
"8944459",,restriction,"""restriction""=>""no_u_turn"""
"8944461",,restriction,"""restriction""=>""no_u_turn"""
"8944462",,restriction,"""restriction""=>""no_u_turn"""
"8944463",,restriction,"""restriction""=>""no_u_turn"""
"8944464",,restriction,"""restriction""=>""no_u_turn"""
"8944465",,restriction,"""restriction""=>""no_u_turn"""
"8944466",,restriction,"""restriction""=>""no_u_turn"""
"8944467",,restriction,"""restriction""=>""no_u_turn"""
"8944468",,restriction,"""restriction""=>""no_u_turn"""
"8944472",,restriction,"""restriction""=>""no_u_turn"""
"8944476",,restriction,"""restriction""=>""no_u_turn"""
"8944477",,restriction,"""restriction""=>""no_u_turn"""
"8944479",,restriction,"""restriction""=>""no_u_turn"""
"8944480",,restriction,"""restriction""=>""no_u_turn"""
"8944481",,restriction,"""restriction""=>""no_u_turn"""
"8944482",,restriction,"""restriction""=>""no_u_turn"""
"8944483",,restriction,"""restriction""=>""no_u_turn"""
"8944484",,restriction,"""restriction""=>""no_u_turn"""
"8944485",,restriction,"""restriction""=>""no_u_turn"""
"8944497",,restriction,"""restriction""=>""no_u_turn"""
"8944498",,restriction,"""restriction""=>""no_u_turn"""
"8944499",,restriction,"""restriction""=>""no_u_turn"""
"8944500",,restriction,"""restriction""=>""no_u_turn"""
"8944501",,restriction,"""restriction""=>""no_u_turn"""
"8944502",,restriction,"""restriction""=>""no_u_turn"""
"8944507",,restriction,"""restriction""=>""no_u_turn"""
"8944508",,restriction,"""restriction""=>""no_u_turn"""
"8944509",,restriction,"""restriction""=>""no_u_turn"""
"8944510",,restriction,"""restriction""=>""no_u_turn"""
"8944511",,restriction,"""restriction""=>""no_u_turn"""
"8944512",,restriction,"""restriction""=>""no_u_turn"""
"8944513",,restriction,"""restriction""=>""no_u_turn"""
"8944514",,restriction,"""restriction""=>""no_u_turn"""
"8944515",,restriction,"""restriction""=>""no_u_turn"""
"8944516",,restriction,"""restriction""=>""no_u_turn"""
"8944517",,restriction,"""restriction""=>""no_u_turn"""
"8944518",,restriction,"""restriction""=>""no_u_turn"""
"8944520",,restriction,"""restriction""=>""no_u_turn"""
"8944523",,restriction,"""restriction""=>""no_u_turn"""
"8944524",,restriction,"""restriction""=>""no_u_turn"""
"8944525",,restriction,"""restriction""=>""no_u_turn"""
"8944526",,restriction,"""restriction""=>""no_u_turn"""
"8944527",,restriction,"""restriction""=>""no_u_turn"""
"8944528",,restriction,"""restriction""=>""no_u_turn"""
"8944530",,restriction,"""restriction""=>""no_u_turn"""
"8944531",,restriction,"""restriction""=>""no_u_turn"""
"8944534",,restriction,"""restriction""=>""no_u_turn"""
"8944535",,restriction,"""restriction""=>""no_u_turn"""
"8944536",,restriction,"""restriction""=>""no_u_turn"""
"8944537",,restriction,"""restriction""=>""no_u_turn"""
"8944538",,restriction,"""restriction""=>""no_u_turn"""
"8944540",,restriction,"""restriction""=>""no_u_turn"""
"8944541",,restriction,"""restriction""=>""no_u_turn"""
"8944543",,restriction,"""restriction""=>""no_u_turn"""
"8944544",,restriction,"""restriction""=>""no_u_turn"""
"8944546",,restriction,"""restriction""=>""no_u_turn"""
"8944548",,restriction,"""restriction""=>""no_u_turn"""
"8944549",,restriction,"""restriction""=>""no_u_turn"""
"8944550",,restriction,"""restriction""=>""no_u_turn"""
"8944552",,restriction,"""restriction""=>""no_u_turn"""
"8944553",,restriction,"""restriction""=>""no_u_turn"""
"8944556",,restriction,"""restriction""=>""no_u_turn"""
"8944558",,restriction,"""restriction""=>""no_u_turn"""
"8944559",,restriction,"""restriction""=>""no_u_turn"""
"8944560",,restriction,"""restriction""=>""no_u_turn"""
"8944561",,restriction,"""restriction""=>""no_u_turn"""
"8944562",,restriction,"""restriction""=>""no_u_turn"""
"8944563",,restriction,"""restriction""=>""no_u_turn"""
"8944564",,restriction,"""restriction""=>""no_u_turn"""
"8944566",,restriction,"""restriction""=>""no_u_turn"""
"8944567",,restriction,"""restriction""=>""no_u_turn"""
"8944568",,restriction,"""restriction""=>""no_u_turn"""
"8944569",,restriction,"""restriction""=>""no_u_turn"""
"8944570",,restriction,"""restriction""=>""no_u_turn"""
"8944571",,restriction,"""restriction""=>""no_u_turn"""
"8944575",,restriction,"""restriction""=>""no_u_turn"""
"8944576",,restriction,"""restriction""=>""no_u_turn"""
"8944577",,restriction,"""restriction""=>""no_u_turn"""
"8944581",,restriction,"""restriction""=>""no_u_turn"""
"8944582",,restriction,"""restriction""=>""no_u_turn"""
"8944583",,restriction,"""restriction""=>""no_u_turn"""
"8944584",,restriction,"""restriction""=>""no_u_turn"""
"8944585",,restriction,"""restriction""=>""no_u_turn"""
"8944588",,restriction,"""restriction""=>""no_u_turn"""
"8944589",,restriction,"""restriction""=>""no_u_turn"""
"8944590",,restriction,"""restriction""=>""no_u_turn"""
"8944591",,restriction,"""restriction""=>""no_u_turn"""
"8944592",,restriction,"""restriction""=>""no_u_turn"""
"8944594",,restriction,"""restriction""=>""no_u_turn"""
"8944595",,restriction,"""restriction""=>""no_u_turn"""
"8944596",,restriction,"""restriction""=>""no_u_turn"""
"8944597",,restriction,"""restriction""=>""no_u_turn"""
"8944599",,restriction,"""restriction""=>""no_u_turn"""
"8944600",,restriction,"""restriction""=>""no_u_turn"""
"8944602",,restriction,"""restriction""=>""no_u_turn"""
"8944603",,restriction,"""restriction""=>""no_u_turn"""
"8944605",,restriction,"""restriction""=>""no_u_turn"""
"8944606",,restriction,"""restriction""=>""no_u_turn"""
"8944608",,restriction,"""restriction""=>""no_u_turn"""
"8944615",,restriction,"""restriction""=>""no_u_turn"""
"8944616",,restriction,"""restriction""=>""no_u_turn"""
"8944617",,restriction,"""restriction""=>""no_u_turn"""
"8944618",,restriction,"""restriction""=>""no_u_turn"""
"8944619",,restriction,"""restriction""=>""no_u_turn"""
"8944620",,restriction,"""restriction""=>""no_u_turn"""
"8944621",,restriction,"""restriction""=>""no_u_turn"""
"8944622",,restriction,"""restriction""=>""no_u_turn"""
"8944624",,restriction,"""restriction""=>""no_u_turn"""
"8944625",,restriction,"""restriction""=>""no_u_turn"""
"8944626",,restriction,"""restriction""=>""no_u_turn"""
"8944628",,restriction,"""restriction""=>""no_u_turn"""
"8944629",,restriction,"""restriction""=>""no_u_turn"""
"8944631",,restriction,"""restriction""=>""no_u_turn"""
"8944636",,restriction,"""restriction""=>""no_u_turn"""
"8944637",,restriction,"""restriction""=>""no_u_turn"""
"8944638",,restriction,"""restriction""=>""no_u_turn"""
"8944639",,restriction,"""restriction""=>""no_u_turn"""
"8944640",,restriction,"""restriction""=>""no_u_turn"""
"8944641",,restriction,"""restriction""=>""no_u_turn"""
"8944642",,restriction,"""restriction""=>""no_u_turn"""
"8944643",,restriction,"""restriction""=>""no_u_turn"""
"8944644",,restriction,"""restriction""=>""no_u_turn"""
"8944645",,restriction,"""restriction""=>""no_u_turn"""
"8944647",,restriction,"""restriction""=>""no_u_turn"""
"8944649",,restriction,"""restriction""=>""no_u_turn"""
"8944653",,restriction,"""restriction""=>""no_u_turn"""
"8944655",,restriction,"""restriction""=>""no_u_turn"""
"8944656",,restriction,"""restriction""=>""no_u_turn"""
"8944657",,restriction,"""restriction""=>""no_u_turn"""
"8944664",,restriction,"""restriction""=>""no_u_turn"""
"8944665",,restriction,"""restriction""=>""no_u_turn"""
"8944666",,restriction,"""restriction""=>""no_u_turn"""
"8944667",,restriction,"""restriction""=>""no_u_turn"""
"8944668",,restriction,"""restriction""=>""no_u_turn"""
"8944673",,restriction,"""restriction""=>""no_u_turn"""
"8944674",,restriction,"""restriction""=>""no_u_turn"""
"8944676",,restriction,"""restriction""=>""no_u_turn"""
"8944677",,restriction,"""restriction""=>""no_u_turn"""
"8944680",,restriction,"""restriction""=>""no_u_turn"""
"8944681",,restriction,"""restriction""=>""no_u_turn"""
"8944682",,restriction,"""restriction""=>""no_u_turn"""
"8944683",,restriction,"""restriction""=>""no_u_turn"""
"8944684",,restriction,"""restriction""=>""no_u_turn"""
"8944685",,restriction,"""restriction""=>""no_u_turn"""
"8944689",,restriction,"""restriction""=>""no_u_turn"""
"8944692",,restriction,"""restriction""=>""no_u_turn"""
"8944693",,restriction,"""restriction""=>""no_u_turn"""
"8944696",,restriction,"""restriction""=>""no_u_turn"""
"8944698",,restriction,"""restriction""=>""no_u_turn"""
"8944700",,restriction,"""restriction""=>""no_u_turn"""
"8944701",,restriction,"""restriction""=>""no_u_turn"""
"8944702",,restriction,"""restriction""=>""no_u_turn"""
"8944713",,restriction,"""restriction""=>""no_u_turn"""
"8944715",,restriction,"""restriction""=>""no_u_turn"""
"8944716",,restriction,"""restriction""=>""no_u_turn"""
"8944717",,restriction,"""restriction""=>""no_u_turn"""
"8944719",,restriction,"""restriction""=>""no_u_turn"""
"8944722",,restriction,"""restriction""=>""no_u_turn"""
"8944723",,restriction,"""restriction""=>""no_u_turn"""
"8944724",,restriction,"""restriction""=>""no_u_turn"""
"8944725",,restriction,"""restriction""=>""no_u_turn"""
"8944726",,restriction,"""restriction""=>""no_u_turn"""
"8944727",,restriction,"""restriction""=>""no_u_turn"""
"8944728",,restriction,"""restriction""=>""no_u_turn"""
"8944729",,restriction,"""restriction""=>""no_u_turn"""
"8944730",,restriction,"""restriction""=>""no_u_turn"""
"8944734",,restriction,"""restriction""=>""no_u_turn"""
"8944737",,restriction,"""restriction""=>""no_u_turn"""
"8944745",,restriction,"""restriction""=>""no_u_turn"""
"8944746",,restriction,"""restriction""=>""no_u_turn"""
"8944747",,restriction,"""restriction""=>""no_u_turn"""
"8944748",,restriction,"""restriction""=>""no_u_turn"""
"8944749",,restriction,"""restriction""=>""no_u_turn"""
"8944750",,restriction,"""restriction""=>""no_u_turn"""
"8944752",,restriction,"""restriction""=>""no_u_turn"""
"8944753",,restriction,"""restriction""=>""no_u_turn"""
"8944754",,restriction,"""restriction""=>""no_u_turn"""
"8944756",,restriction,"""restriction""=>""no_u_turn"""
"8944757",,restriction,"""restriction""=>""no_u_turn"""
"8944758",,restriction,"""restriction""=>""no_u_turn"""
"8944759",,restriction,"""restriction""=>""no_u_turn"""
"8944760",,restriction,"""restriction""=>""no_u_turn"""
"8944761",,restriction,"""restriction""=>""no_u_turn"""
"8944762",,restriction,"""restriction""=>""no_u_turn"""
"8944763",,restriction,"""restriction""=>""no_u_turn"""
"8944764",,restriction,"""restriction""=>""no_u_turn"""
"8944768",,restriction,"""restriction""=>""no_u_turn"""
"8944769",,restriction,"""restriction""=>""no_u_turn"""
"8944770",,restriction,"""restriction""=>""no_u_turn"""
"8944772",,restriction,"""restriction""=>""no_u_turn"""
"8944774",,restriction,"""restriction""=>""no_u_turn"""
"8944775",,restriction,"""restriction""=>""no_u_turn"""
"8944776",,restriction,"""restriction""=>""no_u_turn"""
"8944777",,restriction,"""restriction""=>""no_u_turn"""
"8944779",,restriction,"""restriction""=>""no_u_turn"""
"8944780",,restriction,"""restriction""=>""no_u_turn"""
"8944781",,restriction,"""restriction""=>""no_u_turn"""
"8944782",,restriction,"""restriction""=>""no_u_turn"""
"8944783",,restriction,"""restriction""=>""no_u_turn"""
"8944789",,restriction,"""restriction""=>""no_u_turn"""
"8944790",,restriction,"""restriction""=>""no_u_turn"""
"8944791",,restriction,"""restriction""=>""no_u_turn"""
"8944792",,restriction,"""restriction""=>""no_u_turn"""
"8944793",,restriction,"""restriction""=>""no_u_turn"""
"8944795",,restriction,"""restriction""=>""no_u_turn"""
"8944798",,restriction,"""restriction""=>""no_u_turn"""
"8944799",,restriction,"""restriction""=>""no_u_turn"""
"8944801",,restriction,"""restriction""=>""no_u_turn"""
"8944802",,restriction,"""restriction""=>""no_u_turn"""
"8944803",,restriction,"""restriction""=>""no_u_turn"""
"8944804",,restriction,"""restriction""=>""no_u_turn"""
"8944805",,restriction,"""restriction""=>""no_u_turn"""
"8944806",,restriction,"""restriction""=>""no_u_turn"""
"8944808",,restriction,"""restriction""=>""no_u_turn"""
"8944809",,restriction,"""restriction""=>""no_u_turn"""
"8944811",,restriction,"""restriction""=>""no_u_turn"""
"8944814",,restriction,"""restriction""=>""no_u_turn"""
"8944818",,restriction,"""restriction""=>""no_u_turn"""
"8944819",,restriction,"""restriction""=>""no_u_turn"""
"8944820",,restriction,"""restriction""=>""no_u_turn"""
"8944822",,restriction,"""restriction""=>""no_u_turn"""
"8944831",,restriction,"""restriction""=>""no_u_turn"""
"8944832",,restriction,"""restriction""=>""no_u_turn"""
"8944834",,restriction,"""restriction""=>""no_u_turn"""
"8944835",,restriction,"""restriction""=>""no_u_turn"""
"8944836",,restriction,"""restriction""=>""no_u_turn"""
"8944847",,restriction,"""restriction""=>""no_u_turn"""
"8944849",,restriction,"""restriction""=>""no_u_turn"""
"8944851",,restriction,"""restriction""=>""no_u_turn"""
"8944857",,restriction,"""restriction""=>""no_u_turn"""
"8944858",,restriction,"""restriction""=>""no_u_turn"""
"8944859",,restriction,"""restriction""=>""no_u_turn"""
"8944860",,restriction,"""restriction""=>""no_u_turn"""
"8944861",,restriction,"""restriction""=>""no_u_turn"""
"8944864",,restriction,"""restriction""=>""no_u_turn"""
"8944866",,restriction,"""restriction""=>""no_u_turn"""
"8944867",,restriction,"""restriction""=>""no_u_turn"""
"8944868",,restriction,"""restriction""=>""no_u_turn"""
"8944869",,restriction,"""restriction""=>""no_u_turn"""
"8944870",,restriction,"""restriction""=>""no_u_turn"""
"8944871",,restriction,"""restriction""=>""no_u_turn"""
"8944873",,restriction,"""restriction""=>""no_u_turn"""
"8944874",,restriction,"""restriction""=>""no_u_turn"""
"8944877",,restriction,"""restriction""=>""no_u_turn"""
"8944878",,restriction,"""restriction""=>""no_u_turn"""
"8944879",,restriction,"""restriction""=>""no_u_turn"""
"8944880",,restriction,"""restriction""=>""no_u_turn"""
"8944881",,restriction,"""restriction""=>""no_u_turn"""
"8944886",,restriction,"""restriction""=>""no_u_turn"""
"8944887",,restriction,"""restriction""=>""no_u_turn"""
"8944889",,restriction,"""restriction""=>""no_u_turn"""
"8944890",,restriction,"""restriction""=>""no_u_turn"""
"8944891",,restriction,"""restriction""=>""no_u_turn"""
"8944892",,restriction,"""restriction""=>""no_u_turn"""
"8944893",,restriction,"""restriction""=>""no_u_turn"""
"8944894",,restriction,"""restriction""=>""no_u_turn"""
"8944895",,restriction,"""restriction""=>""no_u_turn"""
"8944896",,restriction,"""restriction""=>""no_u_turn"""
"8944900",,restriction,"""restriction""=>""no_u_turn"""
"8944901",,restriction,"""restriction""=>""no_u_turn"""
"8944902",,restriction,"""restriction""=>""no_u_turn"""
"8944903",,restriction,"""restriction""=>""no_u_turn"""
"8944904",,restriction,"""restriction""=>""no_u_turn"""
"8944905",,restriction,"""restriction""=>""no_u_turn"""
"8944906",,restriction,"""restriction""=>""no_u_turn"""
"8944907",,restriction,"""restriction""=>""no_u_turn"""
"8944909",,restriction,"""restriction""=>""no_u_turn"""
"8944910",,restriction,"""restriction""=>""no_u_turn"""
"8944912",,restriction,"""restriction""=>""no_u_turn"""
"8944913",,restriction,"""restriction""=>""no_u_turn"""
"8944915",,restriction,"""restriction""=>""no_u_turn"""
"8944916",,restriction,"""restriction""=>""no_u_turn"""
"8944917",,restriction,"""restriction""=>""no_u_turn"""
"8944920",,restriction,"""restriction""=>""no_u_turn"""
"8944921",,restriction,"""restriction""=>""no_u_turn"""
"8944922",,restriction,"""restriction""=>""no_u_turn"""
"8944923",,restriction,"""restriction""=>""no_u_turn"""
"8944924",,restriction,"""restriction""=>""no_u_turn"""
"8944925",,restriction,"""restriction""=>""no_u_turn"""
"8944926",,restriction,"""restriction""=>""no_u_turn"""
"8944928",,restriction,"""restriction""=>""no_u_turn"""
"8944929",,restriction,"""restriction""=>""no_u_turn"""
"8944930",,restriction,"""restriction""=>""no_u_turn"""
"8944931",,restriction,"""restriction""=>""no_u_turn"""
"8944933",,restriction,"""restriction""=>""no_u_turn"""
"8944934",,restriction,"""restriction""=>""no_u_turn"""
"8944936",,restriction,"""restriction""=>""no_u_turn"""
"8944937",,restriction,"""restriction""=>""no_u_turn"""
"8944938",,restriction,"""restriction""=>""no_u_turn"""
"8944940",,restriction,"""restriction""=>""no_u_turn"""
"8944941",,restriction,"""restriction""=>""no_u_turn"""
"8944942",,restriction,"""restriction""=>""no_u_turn"""
"8944943",,restriction,"""restriction""=>""no_u_turn"""
"8944944",,restriction,"""restriction""=>""no_u_turn"""
"8944945",,restriction,"""restriction""=>""no_u_turn"""
"8944950",,restriction,"""restriction""=>""no_u_turn"""
"8944951",,restriction,"""restriction""=>""no_u_turn"""
"8944952",,restriction,"""restriction""=>""no_u_turn"""
"8944953",,restriction,"""restriction""=>""no_u_turn"""
"8944954",,restriction,"""restriction""=>""no_u_turn"""
"8944955",,restriction,"""restriction""=>""no_u_turn"""
"8944957",,restriction,"""restriction""=>""no_u_turn"""
"8944958",,restriction,"""restriction""=>""no_u_turn"""
"8944959",,restriction,"""restriction""=>""no_u_turn"""
"8944960",,restriction,"""restriction""=>""no_u_turn"""
"8944961",,restriction,"""restriction""=>""no_u_turn"""
"8944962",,restriction,"""restriction""=>""no_u_turn"""
"8944964",,restriction,"""restriction""=>""no_u_turn"""
"8944965",,restriction,"""restriction""=>""no_u_turn"""
"8944966",,restriction,"""restriction""=>""no_u_turn"""
"8944967",,restriction,"""restriction""=>""no_u_turn"""
"8944968",,restriction,"""restriction""=>""no_u_turn"""
"8944969",,restriction,"""restriction""=>""no_u_turn"""
"8944970",,restriction,"""restriction""=>""no_u_turn"""
"8944971",,restriction,"""restriction""=>""no_u_turn"""
"8944972",,restriction,"""restriction""=>""no_u_turn"""
"8944973",,restriction,"""restriction""=>""no_u_turn"""
"8944974",,restriction,"""restriction""=>""no_u_turn"""
"8944976",,restriction,"""restriction""=>""no_u_turn"""
"8944977",,restriction,"""restriction""=>""no_u_turn"""
"8944980",,restriction,"""restriction""=>""no_u_turn"""
"8944981",,restriction,"""restriction""=>""no_u_turn"""
"8944983",,restriction,"""restriction""=>""no_u_turn"""
"8944986",,restriction,"""restriction""=>""no_u_turn"""
"8944987",,restriction,"""restriction""=>""no_u_turn"""
"8944988",,restriction,"""restriction""=>""no_u_turn"""
"8944991",,restriction,"""restriction""=>""no_u_turn"""
"8944992",,restriction,"""restriction""=>""no_u_turn"""
"8944994",,restriction,"""restriction""=>""no_u_turn"""
"8944995",,restriction,"""restriction""=>""no_u_turn"""
"8944996",,restriction,"""restriction""=>""no_u_turn"""
"8944998",,restriction,"""restriction""=>""no_u_turn"""
"8944999",,restriction,"""restriction""=>""no_u_turn"""
"8945000",,restriction,"""restriction""=>""no_u_turn"""
"8945001",,restriction,"""restriction""=>""no_u_turn"""
"8945002",,restriction,"""restriction""=>""no_u_turn"""
"8945003",,restriction,"""restriction""=>""no_u_turn"""
"8945004",,restriction,"""restriction""=>""no_u_turn"""
"8945009",,restriction,"""restriction""=>""no_u_turn"""
"8945010",,restriction,"""restriction""=>""no_u_turn"""
"8945011",,restriction,"""restriction""=>""no_u_turn"""
"8945016",,restriction,"""restriction""=>""no_u_turn"""
"8945017",,restriction,"""restriction""=>""no_u_turn"""
"8945021",,restriction,"""restriction""=>""no_u_turn"""
"8945022",,restriction,"""restriction""=>""no_u_turn"""
"8945023",,restriction,"""restriction""=>""no_u_turn"""
"8945025",,restriction,"""restriction""=>""no_u_turn"""
"8945026",,restriction,"""restriction""=>""no_u_turn"""
"8945027",,restriction,"""restriction""=>""no_u_turn"""
"8945033",,restriction,"""restriction""=>""no_u_turn"""
"8945034",,restriction,"""restriction""=>""no_u_turn"""
"8945035",,restriction,"""restriction""=>""no_u_turn"""
"8945036",,restriction,"""restriction""=>""no_u_turn"""
"8945037",,restriction,"""restriction""=>""no_u_turn"""
"8945038",,restriction,"""restriction""=>""no_u_turn"""
"8945040",,restriction,"""restriction""=>""no_u_turn"""
"8945041",,restriction,"""restriction""=>""no_u_turn"""
"8945042",,restriction,"""restriction""=>""no_u_turn"""
"8945043",,restriction,"""restriction""=>""no_u_turn"""
"8945044",,restriction,"""restriction""=>""no_u_turn"""
"8945045",,restriction,"""restriction""=>""no_u_turn"""
"8945046",,restriction,"""restriction""=>""no_u_turn"""
"8945047",,restriction,"""restriction""=>""no_u_turn"""
"8945048",,restriction,"""restriction""=>""no_u_turn"""
"8945049",,restriction,"""restriction""=>""no_u_turn"""
"8945050",,restriction,"""restriction""=>""no_u_turn"""
"8945051",,restriction,"""restriction""=>""no_u_turn"""
"8945052",,restriction,"""restriction""=>""no_u_turn"""
"8945057",,restriction,"""restriction""=>""no_u_turn"""
"8945058",,restriction,"""restriction""=>""no_u_turn"""
"8945059",,restriction,"""restriction""=>""no_u_turn"""
"8945060",,restriction,"""restriction""=>""no_u_turn"""
"8945065",,restriction,"""restriction""=>""no_u_turn"""
"8945068",,restriction,"""restriction""=>""no_u_turn"""
"8945069",,restriction,"""restriction""=>""no_u_turn"""
"8945070",,restriction,"""restriction""=>""no_u_turn"""
"8945073",,restriction,"""restriction""=>""no_u_turn"""
"8945074",,restriction,"""restriction""=>""no_u_turn"""
"8945075",,restriction,"""restriction""=>""no_u_turn"""
"8945077",,restriction,"""restriction""=>""no_u_turn"""
"8945078",,restriction,"""restriction""=>""no_u_turn"""
"8945079",,restriction,"""restriction""=>""no_u_turn"""
"8945080",,restriction,"""restriction""=>""no_u_turn"""
"8945082",,restriction,"""restriction""=>""no_u_turn"""
"8945085",,restriction,"""restriction""=>""no_u_turn"""
"8945087",,restriction,"""restriction""=>""no_u_turn"""
"8945088",,restriction,"""restriction""=>""no_u_turn"""
"8945089",,restriction,"""restriction""=>""no_u_turn"""
"8945090",,restriction,"""restriction""=>""no_u_turn"""
"8945091",,restriction,"""restriction""=>""no_u_turn"""
"8945092",,restriction,"""restriction""=>""no_u_turn"""
"8945093",,restriction,"""restriction""=>""no_u_turn"""
"8945094",,restriction,"""restriction""=>""no_u_turn"""
"8945095",,restriction,"""restriction""=>""no_u_turn"""
"8945099",,restriction,"""restriction""=>""no_u_turn"""
"8945100",,restriction,"""restriction""=>""no_u_turn"""
"8945101",,restriction,"""restriction""=>""no_u_turn"""
"8945104",,restriction,"""restriction""=>""no_u_turn"""
"8945105",,restriction,"""restriction""=>""no_u_turn"""
"8945106",,restriction,"""restriction""=>""no_u_turn"""
"8945107",,restriction,"""restriction""=>""no_u_turn"""
"8945108",,restriction,"""restriction""=>""no_u_turn"""
"8945109",,restriction,"""restriction""=>""no_u_turn"""
"8945110",,restriction,"""restriction""=>""no_u_turn"""
"8945111",,restriction,"""restriction""=>""no_u_turn"""
"8945113",,restriction,"""restriction""=>""no_u_turn"""
"8945115",,restriction,"""restriction""=>""no_u_turn"""
"8945122",,restriction,"""restriction""=>""no_u_turn"""
"8945123",,restriction,"""restriction""=>""no_u_turn"""
"8945125",,restriction,"""restriction""=>""no_u_turn"""
"8945126",,restriction,"""restriction""=>""no_u_turn"""
"8945127",,restriction,"""restriction""=>""no_u_turn"""
"8945128",,restriction,"""restriction""=>""no_u_turn"""
"8945129",,restriction,"""restriction""=>""no_u_turn"""
"8945131",,restriction,"""restriction""=>""no_u_turn"""
"8945132",,restriction,"""restriction""=>""no_u_turn"""
"8945133",,restriction,"""restriction""=>""no_u_turn"""
"8945134",,restriction,"""restriction""=>""no_u_turn"""
"8945136",,restriction,"""restriction""=>""no_u_turn"""
"8945137",,restriction,"""restriction""=>""no_u_turn"""
"8945138",,restriction,"""restriction""=>""no_u_turn"""
"8945139",,restriction,"""restriction""=>""no_u_turn"""
"8945140",,restriction,"""restriction""=>""no_u_turn"""
"8945141",,restriction,"""restriction""=>""no_u_turn"""
"8945142",,restriction,"""restriction""=>""no_u_turn"""
"8945143",,restriction,"""restriction""=>""no_u_turn"""
"8945144",,restriction,"""restriction""=>""no_u_turn"""
"8945145",,restriction,"""restriction""=>""no_u_turn"""
"8945146",,restriction,"""restriction""=>""no_u_turn"""
"8945147",,restriction,"""restriction""=>""no_u_turn"""
"8945148",,restriction,"""restriction""=>""no_u_turn"""
"8945149",,restriction,"""restriction""=>""no_u_turn"""
"8945150",,restriction,"""restriction""=>""no_u_turn"""
"8945151",,restriction,"""restriction""=>""no_u_turn"""
"8945152",,restriction,"""restriction""=>""no_u_turn"""
"8945153",,restriction,"""restriction""=>""no_u_turn"""
"8945154",,restriction,"""restriction""=>""no_u_turn"""
"8945155",,restriction,"""restriction""=>""no_u_turn"""
"8945156",,restriction,"""restriction""=>""no_u_turn"""
"8945157",,restriction,"""restriction""=>""no_u_turn"""
"8945158",,restriction,"""restriction""=>""no_u_turn"""
"8945160",,restriction,"""restriction""=>""no_u_turn"""
"8945161",,restriction,"""restriction""=>""no_u_turn"""
"8945163",,restriction,"""restriction""=>""no_u_turn"""
"8945165",,restriction,"""restriction""=>""no_u_turn"""
"8945166",,restriction,"""restriction""=>""no_u_turn"""
"8945167",,restriction,"""restriction""=>""no_u_turn"""
"8945168",,restriction,"""restriction""=>""no_u_turn"""
"8945169",,restriction,"""restriction""=>""no_u_turn"""
"8945170",,restriction,"""restriction""=>""no_u_turn"""
"8945172",,restriction,"""restriction""=>""no_u_turn"""
"8945173",,restriction,"""restriction""=>""no_u_turn"""
"8945175",,restriction,"""restriction""=>""no_u_turn"""
"8945176",,restriction,"""restriction""=>""no_u_turn"""
"8945177",,restriction,"""restriction""=>""no_u_turn"""
"8945178",,restriction,"""restriction""=>""no_u_turn"""
"8945179",,restriction,"""restriction""=>""no_u_turn"""
"8945180",,restriction,"""restriction""=>""no_u_turn"""
"8945184",,restriction,"""restriction""=>""no_u_turn"""
"8945185",,restriction,"""restriction""=>""no_u_turn"""
"8945186",,restriction,"""restriction""=>""no_u_turn"""
"8945187",,restriction,"""restriction""=>""no_u_turn"""
"8945189",,restriction,"""restriction""=>""no_u_turn"""
